job,marital,education,default,housing,loan,contact,month,poutcome,y
management,married,university.degree,no,no,no,cellular,aug,nonexistent,0
management,divorced,university.degree,no,no,no,cellular,sep,failure,1
housemaid,single,unknown,no,yes,no,telephone,may,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,apr,nonexistent,0
management,married,basic.9y,no,no,no,cellular,jul,nonexistent,0
student,single,unknown,no,no,no,cellular,apr,nonexistent,0
technician,single,university.degree,no,no,no,cellular,aug,nonexistent,0
admin.,divorced,high.school,no,no,no,telephone,may,nonexistent,0
technician,single,professional.course,no,no,no,telephone,jul,nonexistent,0
services,married,high.school,unknown,no,no,telephone,may,nonexistent,0
technician,married,unknown,no,no,no,cellular,jul,nonexistent,0
technician,single,basic.6y,no,no,no,telephone,aug,nonexistent,0
unemployed,married,high.school,no,yes,no,cellular,nov,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,may,nonexistent,0
admin.,single,high.school,no,no,no,cellular,apr,nonexistent,0
management,divorced,high.school,no,no,no,cellular,jul,nonexistent,0
blue-collar,married,professional.course,no,no,no,cellular,apr,nonexistent,0
blue-collar,single,professional.course,no,no,no,cellular,aug,nonexistent,0
services,married,basic.9y,no,no,no,cellular,jul,nonexistent,0
services,married,high.school,unknown,yes,yes,telephone,may,nonexistent,0
admin.,married,high.school,no,yes,no,cellular,oct,nonexistent,1
admin.,divorced,university.degree,unknown,no,no,cellular,jul,nonexistent,0
services,married,professional.course,no,yes,no,telephone,may,nonexistent,1
admin.,married,high.school,no,no,yes,cellular,aug,nonexistent,0
blue-collar,single,high.school,no,yes,no,cellular,may,failure,0
unknown,married,unknown,no,no,no,telephone,oct,nonexistent,1
admin.,single,university.degree,no,no,no,cellular,apr,nonexistent,1
management,single,university.degree,no,no,no,cellular,may,nonexistent,0
admin.,married,basic.6y,no,yes,no,cellular,aug,nonexistent,0
blue-collar,married,high.school,no,no,no,telephone,may,nonexistent,1
admin.,single,high.school,no,no,no,telephone,may,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,may,nonexistent,0
self-employed,single,university.degree,no,no,no,telephone,jun,nonexistent,0
technician,married,university.degree,no,yes,no,cellular,aug,nonexistent,0
student,single,high.school,unknown,no,no,cellular,jul,nonexistent,0
self-employed,married,basic.9y,unknown,no,no,telephone,may,nonexistent,0
blue-collar,married,basic.6y,unknown,yes,yes,cellular,nov,nonexistent,0
self-employed,married,university.degree,no,yes,no,telephone,jun,nonexistent,0
self-employed,married,university.degree,unknown,yes,yes,telephone,jun,nonexistent,0
housemaid,married,basic.4y,unknown,yes,no,telephone,jun,nonexistent,0
admin.,single,high.school,no,no,no,cellular,jul,nonexistent,0
admin.,divorced,university.degree,no,yes,yes,cellular,aug,nonexistent,0
technician,single,university.degree,no,yes,no,cellular,aug,nonexistent,0
blue-collar,married,basic.4y,no,yes,no,telephone,jun,nonexistent,0
housemaid,married,basic.9y,no,no,no,telephone,may,nonexistent,0
management,married,university.degree,no,yes,yes,cellular,aug,nonexistent,0
admin.,married,university.degree,no,yes,no,telephone,may,nonexistent,0
student,single,basic.4y,no,yes,no,telephone,nov,success,1
management,married,university.degree,unknown,yes,yes,cellular,aug,nonexistent,0
services,married,high.school,unknown,yes,no,telephone,may,nonexistent,0
self-employed,married,high.school,no,no,no,cellular,may,nonexistent,0
blue-collar,single,basic.6y,no,no,no,cellular,aug,nonexistent,1
technician,divorced,high.school,no,no,no,cellular,aug,nonexistent,0
blue-collar,single,basic.4y,unknown,no,no,cellular,jul,nonexistent,0
management,married,university.degree,unknown,no,no,telephone,may,nonexistent,0
technician,single,university.degree,no,yes,yes,cellular,aug,nonexistent,0
admin.,married,university.degree,no,unknown,unknown,cellular,may,nonexistent,1
blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,nonexistent,0
entrepreneur,married,basic.4y,no,unknown,unknown,telephone,may,nonexistent,0
management,married,university.degree,unknown,no,no,telephone,may,nonexistent,0
admin.,single,high.school,no,yes,no,cellular,jul,nonexistent,0
housemaid,married,basic.4y,unknown,no,no,cellular,aug,nonexistent,0
services,married,high.school,no,yes,no,cellular,aug,nonexistent,0
blue-collar,married,basic.4y,no,yes,no,cellular,nov,failure,0
services,divorced,high.school,no,no,no,cellular,apr,nonexistent,0
admin.,single,high.school,no,no,yes,cellular,jul,nonexistent,0
unemployed,married,high.school,no,no,no,telephone,may,nonexistent,1
admin.,single,professional.course,no,unknown,unknown,cellular,jun,success,1
technician,married,professional.course,unknown,yes,no,cellular,jul,nonexistent,0
admin.,married,high.school,no,no,no,cellular,aug,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,jun,nonexistent,0
technician,single,university.degree,no,yes,no,telephone,may,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,jun,nonexistent,0
management,married,university.degree,unknown,no,no,cellular,jul,nonexistent,0
self-employed,married,university.degree,no,yes,no,cellular,jul,nonexistent,0
admin.,divorced,university.degree,no,yes,yes,cellular,nov,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,may,nonexistent,1
technician,divorced,professional.course,no,no,no,cellular,apr,failure,1
admin.,married,high.school,no,no,no,cellular,apr,failure,0
technician,married,university.degree,no,no,no,cellular,nov,nonexistent,0
technician,married,professional.course,no,yes,yes,telephone,nov,failure,0
blue-collar,single,basic.9y,no,yes,yes,cellular,jul,nonexistent,0
admin.,single,high.school,no,yes,no,cellular,apr,failure,0
blue-collar,single,unknown,unknown,yes,no,telephone,may,nonexistent,0
blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,nonexistent,0
admin.,divorced,basic.9y,no,yes,yes,cellular,apr,nonexistent,0
retired,divorced,unknown,unknown,no,no,cellular,may,failure,1
technician,married,professional.course,unknown,yes,no,cellular,jul,nonexistent,0
admin.,married,university.degree,no,yes,no,telephone,may,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,may,nonexistent,1
management,married,university.degree,no,yes,no,telephone,may,nonexistent,0
blue-collar,single,basic.6y,unknown,no,no,cellular,may,nonexistent,0
services,married,high.school,no,yes,no,cellular,may,nonexistent,0
unemployed,single,university.degree,no,yes,no,telephone,aug,nonexistent,0
management,married,basic.9y,no,no,no,telephone,may,nonexistent,0
admin.,married,university.degree,no,yes,yes,cellular,aug,nonexistent,0
technician,married,professional.course,unknown,unknown,unknown,telephone,may,nonexistent,0
admin.,married,university.degree,no,no,no,telephone,may,nonexistent,0
technician,married,basic.9y,no,no,no,cellular,sep,failure,0
services,divorced,high.school,no,yes,no,cellular,jul,nonexistent,0
blue-collar,single,basic.9y,no,yes,no,cellular,may,failure,0
technician,married,professional.course,no,yes,no,cellular,aug,nonexistent,0
housemaid,married,basic.4y,no,no,yes,cellular,jul,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,aug,nonexistent,0
admin.,married,basic.9y,no,yes,yes,cellular,nov,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,apr,success,1
technician,single,university.degree,no,no,yes,cellular,aug,nonexistent,0
retired,married,basic.4y,no,no,no,telephone,sep,failure,0
technician,married,university.degree,no,no,yes,cellular,jul,nonexistent,0
admin.,married,professional.course,no,no,no,cellular,nov,failure,0
admin.,single,high.school,no,no,no,telephone,jun,nonexistent,0
admin.,single,high.school,no,yes,no,cellular,jul,nonexistent,0
admin.,married,basic.4y,no,no,yes,cellular,apr,nonexistent,0
technician,married,professional.course,no,no,yes,cellular,dec,nonexistent,1
admin.,married,basic.6y,no,yes,no,telephone,may,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,failure,0
technician,married,professional.course,no,no,no,telephone,jun,nonexistent,0
entrepreneur,married,university.degree,no,yes,no,telephone,jul,nonexistent,0
entrepreneur,married,university.degree,no,no,yes,cellular,jul,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,jul,nonexistent,1
admin.,married,high.school,no,yes,no,telephone,jun,nonexistent,0
admin.,divorced,university.degree,unknown,yes,no,cellular,jul,nonexistent,0
blue-collar,divorced,unknown,no,yes,no,telephone,jul,nonexistent,0
admin.,married,university.degree,no,yes,yes,telephone,may,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,apr,nonexistent,1
technician,single,professional.course,no,no,no,cellular,jul,nonexistent,0
technician,single,professional.course,no,yes,yes,cellular,aug,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,jul,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,nonexistent,0
blue-collar,married,basic.6y,no,yes,no,telephone,may,nonexistent,0
technician,single,university.degree,no,no,no,cellular,nov,nonexistent,0
blue-collar,married,basic.4y,no,no,yes,telephone,jun,nonexistent,0
blue-collar,divorced,basic.6y,no,yes,no,telephone,may,nonexistent,0
admin.,married,university.degree,no,yes,yes,cellular,aug,nonexistent,0
retired,single,basic.6y,unknown,no,no,cellular,jul,nonexistent,0
admin.,single,high.school,no,no,no,cellular,jul,nonexistent,0
self-employed,married,university.degree,no,no,no,cellular,may,nonexistent,0
admin.,divorced,university.degree,no,yes,no,cellular,jul,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,nov,failure,0
blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,may,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,apr,nonexistent,0
blue-collar,married,basic.9y,no,no,no,cellular,apr,failure,0
technician,married,professional.course,no,yes,yes,cellular,nov,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,may,nonexistent,0
services,single,high.school,unknown,yes,yes,cellular,jul,nonexistent,0
technician,married,high.school,no,no,no,cellular,aug,nonexistent,0
blue-collar,married,basic.4y,no,yes,no,cellular,may,nonexistent,0
unemployed,divorced,high.school,unknown,no,no,telephone,may,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,nov,nonexistent,0
blue-collar,married,high.school,no,no,no,cellular,jul,nonexistent,0
admin.,married,high.school,no,no,no,telephone,jul,nonexistent,0
technician,married,professional.course,no,yes,yes,telephone,may,nonexistent,0
services,single,high.school,unknown,no,no,cellular,jul,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,jul,nonexistent,0
services,married,basic.4y,unknown,yes,yes,cellular,apr,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,may,failure,0
self-employed,single,university.degree,no,yes,yes,cellular,nov,nonexistent,0
admin.,married,university.degree,no,no,no,cellular,may,nonexistent,0
blue-collar,single,university.degree,no,yes,no,cellular,nov,nonexistent,0
blue-collar,single,basic.9y,no,no,no,cellular,jul,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,may,nonexistent,0
student,single,unknown,no,yes,no,telephone,aug,nonexistent,0
services,single,high.school,no,yes,no,cellular,jul,nonexistent,0
admin.,single,high.school,no,no,no,cellular,sep,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,aug,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,nov,nonexistent,0
admin.,married,university.degree,no,no,no,cellular,jul,nonexistent,0
blue-collar,married,high.school,no,no,no,telephone,may,nonexistent,0
admin.,single,university.degree,unknown,yes,no,cellular,aug,nonexistent,0
blue-collar,married,basic.9y,unknown,no,no,cellular,may,nonexistent,0
housemaid,married,university.degree,unknown,no,yes,cellular,jul,nonexistent,0
blue-collar,married,high.school,no,yes,no,cellular,may,nonexistent,0
unknown,married,basic.9y,no,no,no,telephone,may,nonexistent,0
services,single,high.school,no,no,no,cellular,may,failure,0
blue-collar,married,basic.9y,no,no,no,cellular,may,failure,0
entrepreneur,married,unknown,unknown,no,no,telephone,may,nonexistent,0
management,single,university.degree,no,yes,no,cellular,jul,nonexistent,0
blue-collar,married,professional.course,no,unknown,unknown,cellular,nov,nonexistent,0
services,married,high.school,no,no,no,cellular,mar,failure,0
management,married,university.degree,no,yes,yes,cellular,oct,nonexistent,0
blue-collar,single,basic.9y,no,yes,yes,cellular,may,nonexistent,0
admin.,divorced,basic.6y,unknown,no,yes,cellular,jul,nonexistent,0
management,married,university.degree,no,unknown,unknown,cellular,aug,nonexistent,0
services,single,high.school,no,yes,no,cellular,may,nonexistent,0
technician,single,university.degree,no,yes,yes,telephone,jun,nonexistent,1
blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,nonexistent,0
technician,single,professional.course,no,no,no,cellular,aug,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,oct,nonexistent,0
blue-collar,single,basic.4y,no,no,no,cellular,may,nonexistent,0
housemaid,married,university.degree,no,yes,no,cellular,may,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,aug,nonexistent,0
services,married,high.school,no,yes,no,cellular,may,nonexistent,0
entrepreneur,married,basic.4y,no,no,no,telephone,jun,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,cellular,may,nonexistent,0
management,married,basic.9y,no,no,yes,cellular,may,nonexistent,0
blue-collar,divorced,high.school,no,no,no,cellular,may,failure,0
blue-collar,married,basic.9y,no,yes,no,telephone,jul,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,may,nonexistent,0
blue-collar,married,basic.6y,no,no,no,cellular,nov,failure,0
admin.,single,university.degree,no,no,no,cellular,jul,nonexistent,0
technician,single,professional.course,no,yes,no,cellular,may,nonexistent,0
admin.,married,university.degree,no,yes,yes,telephone,jun,nonexistent,0
services,single,high.school,unknown,yes,no,cellular,jul,nonexistent,0
entrepreneur,married,basic.9y,no,no,no,cellular,nov,nonexistent,0
admin.,married,professional.course,no,yes,yes,telephone,may,nonexistent,0
blue-collar,married,basic.6y,no,no,no,cellular,may,nonexistent,0
services,single,high.school,no,yes,no,cellular,may,failure,0
student,single,unknown,no,no,no,cellular,sep,failure,0
admin.,married,university.degree,no,no,no,cellular,aug,nonexistent,0
blue-collar,single,high.school,no,yes,no,cellular,aug,nonexistent,0
blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,nonexistent,0
management,married,university.degree,no,yes,no,telephone,jun,nonexistent,0
blue-collar,married,basic.4y,no,yes,no,telephone,jun,nonexistent,0
blue-collar,married,basic.6y,no,yes,no,telephone,may,nonexistent,0
entrepreneur,married,basic.6y,no,no,no,cellular,jun,success,1
self-employed,single,university.degree,no,yes,yes,telephone,jun,nonexistent,0
admin.,single,high.school,no,no,no,cellular,jul,nonexistent,0
technician,single,professional.course,no,yes,no,cellular,nov,nonexistent,0
