workclass,education,marital_status,occupation,relationship,race,sex,income
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Female,<=50K
Private,Masters,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,<=50K
Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Female,<=50K
Private,10th,Never-married,Other-service,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,<=50K
Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50K
Private,10th,Never-married,Other-service,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,<=50K
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
?,Some-college,Separated,?,Unmarried,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
Self-emp-inc,10th,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,11th,Separated,Sales,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,7th-8th,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,<=50K
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Local-gov,7th-8th,Never-married,Other-service,Unmarried,Black,Female,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
Self-emp-not-inc,Masters,Never-married,Sales,Not-in-family,White,Male,>50K
Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<=50K
Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,>50K
Self-emp-not-inc,10th,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Self-emp-inc,HS-grad,Divorced,Sales,Unmarried,White,Male,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
State-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
Local-gov,9th,Never-married,Adm-clerical,Other-relative,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
Private,Bachelors,Never-married,Sales,Own-child,Black,Female,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Adm-clerical,Other-relative,White,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,<=50K
Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,<=50K
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,<=50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Black,Female,<=50K
Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,>50K
Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
Private,11th,Never-married,Other-service,Own-child,White,Female,<=50K
Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
?,11th,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,>50K
Private,10th,Separated,Other-service,Unmarried,White,Female,<=50K
?,HS-grad,Separated,?,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Male,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,<=50K
?,Some-college,Never-married,?,Own-child,White,Female,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
Local-gov,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,<=50K
Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,>50K
Private,Some-college,Widowed,Sales,Not-in-family,White,Male,>50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,>50K
Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
Private,9th,Never-married,Sales,Own-child,White,Female,<=50K
Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
Private,Some-college,Never-married,Tech-support,Own-child,White,Female,<=50K
Private,11th,Divorced,Sales,Unmarried,White,Female,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,<=50K
State-gov,Some-college,Separated,Exec-managerial,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Priv-house-serv,Unmarried,Black,Female,<=50K
Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Not-in-family,White,Male,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-not-inc,12th,Divorced,Craft-repair,Other-relative,Black,Male,<=50K
Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,<=50K
Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
?,Doctorate,Married-civ-spouse,?,Husband,White,Male,>50K
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,<=50K
Self-emp-inc,10th,Never-married,Transport-moving,Not-in-family,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,>50K
Local-gov,HS-grad,Divorced,Transport-moving,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,<=50K
?,Some-college,Never-married,?,Own-child,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Bachelors,Widowed,Other-service,Not-in-family,White,Female,<=50K
Private,10th,Divorced,Craft-repair,Unmarried,White,Female,<=50K
Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Sales,Own-child,Black,Female,<=50K
Private,9th,Divorced,Other-service,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,<=50K
Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Some-college,Never-married,Tech-support,Own-child,White,Female,<=50K
Private,11th,Never-married,Transport-moving,Own-child,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,<=50K
Local-gov,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,10th,Divorced,Adm-clerical,Unmarried,Other,Female,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,<=50K
Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,>50K
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,>50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Self-emp-inc,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
?,HS-grad,Widowed,?,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Some-college,Never-married,Tech-support,Own-child,White,Male,<=50K
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Self-emp-not-inc,10th,Divorced,Exec-managerial,Own-child,White,Male,>50K
Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,<=50K
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50K
Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
Self-emp-inc,Bachelors,Separated,Sales,Not-in-family,White,Female,<=50K
Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,>50K
Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Local-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Male,<=50K
Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,<=50K
?,HS-grad,Widowed,?,Not-in-family,White,Female,<=50K
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
Private,Bachelors,Never-married,Sales,Unmarried,White,Male,<=50K
Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
?,HS-grad,Divorced,?,Not-in-family,White,Male,<=50K
Federal-gov,Assoc-acdm,Divorced,Other-service,Unmarried,White,Male,<=50K
Private,10th,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,<=50K
Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,<=50K
Private,9th,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
?,10th,Divorced,?,Unmarried,White,Female,<=50K
Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,Female,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,<=50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,<=50K
Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,>50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
Local-gov,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,11th,Widowed,Adm-clerical,Unmarried,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Private,12th,Never-married,Other-service,Not-in-family,White,Female,<=50K
